140  x  141
┌─────────┬──────┬──────┬─────────┬────────┬────────┐
│ (index) │  id  │ line │ foundAt │ length │ number │
│   79    │  80  │  8   │   106   │   3    │  186   │
│   80    │  81  │  9   │    1    │   3    │  718   │
│   81    │  82  │  9   │    5    │   3    │  120   │
│   82    │  83  │  9   │   26    │   3    │  931   │
│   83    │  84  │  9   │   62    │   2    │   15   │
│   84    │  85  │  9   │   67    │   2    │   10   │
│   85    │  86  │  9   │   83    │   3    │  649   │
│   86    │  87  │  9   │   92    │   3    │  542   │
│   87    │  88  │  9   │   132   │   3    │  106   │
│   88    │  89  │  10  │   21    │   3    │  794   │
│   89    │  90  │  10  │   43    │   3    │  486   │
│   90    │  91  │  10  │   55    │   3    │  209   │
│   91    │  92  │  10  │   65    │   1    │   2    │
│   92    │  93  │  10  │   74    │   3    │  252   │
│   93    │  94  │  10  │   87    │   3    │  517   │
│   94    │  95  │  10  │   109   │   3    │  250   │
│   95    │  96  │  10  │   113   │   3    │  519   │
│   96    │  97  │  10  │   122   │   3    │  274   │
│   97    │  98  │  11  │    3    │   3    │  636   │
│   98    │  99  │  11  │   11    │   3    │  500   │
│   99    │ 100  │  11  │   38    │   3    │  878   │
│   100   │ 101  │  11  │   48    │   3    │  106   │
│   101   │ 102  │  11  │   60    │   3    │  487   │
│   102   │ 103  │  11  │   70    │   3    │  819   │
│   103   │ 104  │  11  │   81    │   3    │  353   │
│   104   │ 105  │  11  │   93    │   3    │  678   │
│   105   │ 106  │  11  │   126   │   3    │  539   │
│   106   │ 107  │  12  │   29    │   2    │   43   │
│   107   │ 108  │  12  │   57    │   2    │   44   │
│   108   │ 109  │  12  │   64    │   3    │  881   │
│   109   │ 110  │  12  │   75    │   3    │  662   │
│   110   │ 111  │  12  │   99    │   3    │  407   │
│   111   │ 112  │  12  │   106   │   3    │  612   │
│   112   │ 113  │  12  │   116   │   3    │  452   │
│   113   │ 114  │  12  │   121   │   3    │  286   │
│   114   │ 115  │  13  │   34    │   3    │  195   │
│   115   │ 116  │  13  │   39    │   3    │  543   │
│   116   │ 117  │  13  │   53    │   2    │   75   │
│   117   │ 118  │  13  │   69    │   3    │  887   │
│   118   │ 119  │  13  │   79    │   2    │   43   │
│   119   │ 120  │  13  │   84    │   3    │  396   │
│   120   │ 121  │  13  │   135   │   3    │  813   │
│   121   │ 122  │  14  │   10    │   3    │  735   │
│   122   │ 123  │  14  │   19    │   3    │  590   │
│   123   │ 124  │  14  │   23    │   3    │  998   │
│   124   │ 125  │  14  │   43    │   3    │  862   │
│   125   │ 126  │  14  │   58    │   3    │  228   │
│   126   │ 127  │  14  │   116   │   3    │  979   │
│   127   │ 128  │  14  │   124   │   3    │  500   │
│   128   │ 129  │  15  │    6    │   3    │  597   │
│   129   │ 130  │  15  │   33    │   2    │   61   │
│   130   │ 131  │  15  │   53    │   3    │  878   │
│   131   │ 132  │  15  │   63    │   3    │  596   │
│   132   │ 133  │  15  │   81    │   3    │  542   │
│   133   │ 134  │  15  │   87    │   3    │  815   │
│   134   │ 135  │  15  │   94    │   3    │  567   │
│   135   │ 136  │  15  │   98    │   3    │  834   │
│   136   │ 137  │  15  │   103   │   3    │  672   │
│   137   │ 138  │  15  │   108   │   3    │  378   │
│   138   │ 139  │  15  │   133   │   3    │  981   │
│   139   │ 140  │  16  │   36    │   3    │  618   │
│   140   │ 141  │  16  │   41    │   3    │  998   │
│   141   │ 142  │  16  │   69    │   3    │  716   │
│   142   │ 143  │  16  │   114   │   3    │  495   │
│   143   │ 144  │  16  │   118   │   3    │  682   │
│   144   │ 145  │  16  │   123   │   2    │   62   │
│   145   │ 146  │  16  │   127   │   3    │  945   │
│   146   │ 147  │  17  │    7    │   3    │  915   │
│   147   │ 148  │  17  │   24    │   3    │  156   │
│   148   │ 149  │  17  │   52    │   3    │  298   │
│   149   │ 150  │  17  │   63    │   3    │  479   │
│   150   │ 151  │  17  │   74    │   3    │  170   │
│   151   │ 152  │  17  │   89    │   3    │  985   │
│   152   │ 153  │  17  │   105   │   2    │   90   │
│   153   │ 154  │  17  │   132   │   1    │   7    │
│   154   │ 155  │  18  │    3    │   3    │  800   │
│   155   │ 156  │  18  │   20    │   3    │  246   │
│   156   │ 157  │  18  │   33    │   3    │  370   │
│   157   │ 158  │  18  │   81    │   3    │  639   │
│   158   │ 159  │  18  │   94    │   3    │  362   │
│   159   │ 160  │  18  │   98    │   3    │  368   │
│   160   │ 161  │  18  │   108   │   3    │  818   │
│   161   │ 162  │  18  │   127   │   3    │  687   │
│   162   │ 163  │  19  │   11    │   3    │  173   │
│   163   │ 164  │  19  │   26    │   3    │  383   │
│   164   │ 165  │  19  │   45    │   3    │  389   │
│   165   │ 166  │  19  │   70    │   3    │  273   │
│   166   │ 167  │  19  │   77    │   3    │  785   │
│   167   │ 168  │  19  │   85    │   3    │  514   │
│   168   │ 169  │  19  │   133   │   3    │  446   │
│   169   │ 170  │  19  │   137   │   3    │  833   │
│   170   │ 171  │  20  │    1    │   3    │  433   │
│   171   │ 172  │  20  │    7    │   3    │  227   │
│   172   │ 173  │  20  │   35    │   3    │  770   │
│   173   │ 174  │  20  │   39    │   3    │  988   │
│   174   │ 175  │  20  │   59    │   3    │  738   │
│   175   │ 176  │  20  │   63    │   3    │  523   │
│   176   │ 177  │  20  │   90    │   3    │  397   │
│   177   │ 178  │  20  │   97    │   3    │  599   │
│   178   │ 179  │  20  │   102   │   3    │  499   │
│   179   │ 180  │  20  │   111   │   3    │  385   │
│   180   │ 181  │  20  │   124   │   3    │  199   │
│   181   │ 182  │  20  │   128   │   2    │   35   │
│   182   │ 183  │  21  │   12    │   2    │   40   │
│   183   │ 184  │  21  │   15    │   3    │  437   │
│   184   │ 185  │  21  │   20    │   3    │  300   │
│   185   │ 186  │  21  │   30    │   3    │  740   │
│   186   │ 187  │  21  │   106   │   3    │  192   │
│   187   │ 188  │  21  │   120   │   3    │  272   │
│   188   │ 189  │  22  │   26    │   3    │  305   │
│   189   │ 190  │  22  │   36    │   3    │  318   │
│   190   │ 191  │  22  │   40    │   3    │  608   │
│   191   │ 192  │  22  │   45    │   3    │  609   │
│   192   │ 193  │  22  │   67    │   3    │  448   │
│   193   │ 194  │  22  │   80    │   3    │  959   │
│   194   │ 195  │  22  │   84    │   3    │  604   │
│   195   │ 196  │  22  │   91    │   2    │   16   │
│   196   │ 197  │  22  │   114   │   3    │  131   │
│   197   │ 198  │  22  │   132   │   3    │  325   │
│   198   │ 199  │  22  │   136   │   3    │  215   │
│   199   │ 200  │  23  │    1    │   3    │  980   │
│   200   │ 201  │  23  │    7    │   2    │   85   │
│   201   │ 202  │  23  │   14    │   2    │   48   │
│   202   │ 203  │  23  │   22    │   3    │  883   │
│   203   │ 204  │  23  │   53    │   3    │  663   │
│   204   │ 205  │  23  │   73    │   3    │  128   │
│   205   │ 206  │  23  │   94    │   3    │  944   │
│   206   │ 207  │  23  │   98    │   3    │  420   │
│   207   │ 208  │  23  │   104   │   3    │  203   │
│   208   │ 209  │  23  │   128   │   3    │  381   │
│   209   │ 210  │  24  │   10    │   3    │  887   │
│   210   │ 211  │  24  │   30    │   3    │  434   │
│   211   │ 212  │  24  │   41    │   3    │  725   │
│   212   │ 213  │  24  │   60    │   3    │  958   │
│   213   │ 214  │  24  │   69    │   3    │  367   │
│   214   │ 215  │  24  │   78    │   3    │  178   │
│   215   │ 216  │  24  │   109   │   3    │  779   │
│   216   │ 217  │  24  │   137   │   3    │  986   │
│   217   │ 218  │  25  │   23    │   3    │  591   │
│   218   │ 219  │  25  │   36    │   3    │  964   │
│   219   │ 220  │  25  │   45    │   3    │  713   │
│   220   │ 221  │  25  │   49    │   3    │  140   │
│   221   │ 222  │  25  │   65    │   3    │  698   │
│   222   │ 223  │  25  │   95    │   3    │  772   │
│   223   │ 224  │  25  │   121   │   3    │  914   │
│   224   │ 225  │  25  │   132   │   3    │  223   │
│   225   │ 226  │  26  │   11    │   3    │  960   │
│   226   │ 227  │  26  │   40    │   2    │   80   │
│   227   │ 228  │  26  │   55    │   3    │  456   │
│   228   │ 229  │  26  │   60    │   3    │  824   │
│   229   │ 230  │  26  │   71    │   3    │  138   │
│   230   │ 231  │  26  │   77    │   3    │  939   │
│   231   │ 232  │  26  │   89    │   3    │  362   │
│   232   │ 233  │  26  │   99    │   3    │  488   │
│   233   │ 234  │  26  │   105   │   3    │  572   │
│   234   │ 235  │  26  │   116   │   3    │  663   │
│   235   │ 236  │  27  │   17    │   3    │  645   │
│   236   │ 237  │  27  │   34    │   2    │   12   │
│   237   │ 238  │  27  │   67    │   3    │  692   │
│   238   │ 239  │  27  │   85    │   3    │  922   │
│   239   │ 240  │  27  │   93    │   3    │  902   │
│   240   │ 241  │  27  │   125   │   2    │   27   │
│   241   │ 242  │  27  │   129   │   3    │  542   │
│   242   │ 243  │  28  │    3    │   3    │  792   │
│   243   │ 244  │  28  │    8    │   3    │  242   │
│   244   │ 245  │  28  │   12    │   3    │  702   │
│   245   │ 246  │  28  │   24    │   3    │  256   │
│   246   │ 247  │  28  │   29    │   3    │  668   │
│   247   │ 248  │  28  │   46    │   3    │  613   │
│   248   │ 249  │  28  │   50    │   3    │  479   │
│   249   │ 250  │  28  │   56    │   3    │  329   │
│   250   │ 251  │  28  │   78    │   3    │  134   │
│   251   │ 252  │  28  │   107   │   3    │  545   │
│   252   │ 253  │  28  │   113   │   3    │  375   │
│   253   │ 254  │  29  │   71    │   3    │  298   │
│   254   │ 255  │  29  │   83    │   3    │  696   │
│   255   │ 256  │  29  │   103   │   3    │  844   │
│   256   │ 257  │  29  │   132   │   3    │  184   │
│   257   │ 258  │  30  │    6    │   3    │  886   │
│   258   │ 259  │  30  │   28    │   3    │  129   │
│   259   │ 260  │  30  │   35    │   3    │  187   │
│   260   │ 261  │  30  │   45    │   3    │  850   │
│   261   │ 262  │  30  │   89    │   3    │  358   │
│   262   │ 263  │  30  │   95    │   3    │  130   │
│   263   │ 264  │  30  │   110   │   3    │  500   │
│   264   │ 265  │  31  │   14    │   2    │   54   │
│   265   │ 266  │  31  │   18    │   3    │  112   │
│   266   │ 267  │  31  │   49    │   3    │  791   │
│   267   │ 268  │  31  │   54    │   3    │  215   │
│   268   │ 269  │  31  │   60    │   3    │  787   │
│   269   │ 270  │  31  │   72    │   3    │  437   │
│   270   │ 271  │  31  │   77    │   3    │  889   │
│   271   │ 272  │  31  │   103   │   3    │  584   │
│   272   │ 273  │  31  │   117   │   3    │  226   │
│   273   │ 274  │  31  │   126   │   3    │  366   │
│   274   │ 275  │  31  │   132   │   3    │  483   │
│   275   │ 276  │  32  │    7    │   2    │   47   │
│   276   │ 277  │  32  │   24    │   3    │  826   │
│   277   │ 278  │  32  │   28    │   3    │  500   │
│   278   │ 279  │  32  │   33    │   2    │   48   │
│   279   │ 280  │  32  │   41    │   3    │  665   │
│   280   │ 281  │  32  │   82    │   3    │  377   │
│   281   │ 282  │  32  │   93    │   2    │   49   │
│   282   │ 283  │  33  │    1    │   3    │  196   │
│   283   │ 284  │  33  │   18    │   3    │  815   │
│   284   │ 285  │  33  │   60    │   3    │  571   │
│   285   │ 286  │  33  │   71    │   3    │  297   │
│   286   │ 287  │  33  │   78    │   3    │  153   │
│   287   │ 288  │  33  │   87    │   3    │  416   │
│   288   │ 289  │  33  │   111   │   2    │   73   │
│   289   │ 290  │  33  │   116   │   3    │  126   │
│   290   │ 291  │  33  │   132   │   3    │  111   │
│   291   │ 292  │  34  │    7    │   3    │  164   │
│   292   │ 293  │  34  │   22    │   3    │  547   │
│   293   │ 294  │  34  │   42    │   2    │   69   │
│   294   │ 295  │  34  │   45    │   3    │  503   │
│   295   │ 296  │  34  │   49    │   3    │  743   │
│   296   │ 297  │  34  │   64    │   3    │  108   │
│   297   │ 298  │  34  │   82    │   2    │   22   │
│   298   │ 299  │  34  │   93    │   2    │   70   │
│   299   │ 300  │  34  │   99    │   2    │   36   │
│   300   │ 301  │  34  │   106   │   3    │  470   │
│   301   │ 302  │  34  │   125   │   3    │  516   │
│   302   │ 303  │  35  │   36    │   3    │  634   │
│   303   │ 304  │  35  │   57    │   3    │  357   │
│   304   │ 305  │  35  │   86    │   3    │  275   │
│   305   │ 306  │  35  │   115   │   3    │  592   │
│   306   │ 307  │  35  │   129   │   2    │   52   │
│   307   │ 308  │  35  │   132   │   3    │  204   │
│   308   │ 309  │  36  │    5    │   3    │  943   │
│   309   │ 310  │  36  │   12    │   3    │  843   │
│   310   │ 311  │  36  │   27    │   3    │  544   │
│   311   │ 312  │  36  │   43    │   2    │   96   │
│   312   │ 313  │  36  │   46    │   3    │  139   │
│   313   │ 314  │  36  │   52    │   3    │  640   │
│   314   │ 315  │  36  │   63    │   3    │  694   │
│   315   │ 316  │  36  │   92    │   3    │  558   │
│   316   │ 317  │  36  │   137   │   3    │  104   │
│   317   │ 318  │  37  │   19    │   3    │  731   │
│   318   │ 319  │  37  │   33    │   3    │  382   │
│   319   │ 320  │  37  │   78    │   3    │  557   │
│   320   │ 321  │  37  │   83    │   3    │  857   │
│   321   │ 322  │  37  │   114   │   3    │  716   │
│   322   │ 323  │  37  │   119   │   3    │  638   │
│   323   │ 324  │  37  │   124   │   3    │  165   │
│   324   │ 325  │  37  │   130   │   3    │  338   │
│   325   │ 326  │  38  │    6    │   3    │  926   │
│   326   │ 327  │  38  │   13    │   3    │  342   │
│   327   │ 328  │  38  │   29    │   3    │  861   │
│   328   │ 329  │  38  │   71    │   3    │  768   │
│   329   │ 330  │  38  │   93    │   3    │  569   │
│   330   │ 331  │  38  │   98    │   3    │  192   │
│   331   │ 332  │  39  │    2    │   3    │  272   │
│   332   │ 333  │  39  │   25    │   3    │  500   │
│   333   │ 334  │  39  │   45    │   3    │  784   │
│   334   │ 335  │  39  │   54    │   3    │  558   │
│   335   │ 336  │  39  │   59    │   2    │   38   │
│   336   │ 337  │  39  │   66    │   3    │  786   │
│   337   │ 338  │  39  │   79    │   3    │  238   │
│   338   │ 339  │  39  │   83    │   3    │  932   │
│   339   │ 340  │  39  │   107   │   3    │  827   │
│   340   │ 341  │  39  │   114   │   3    │  841   │
│   341   │ 342  │  39  │   129   │   2    │   76   │
│   342   │ 343  │  40  │    6    │   2    │   25   │
│   343   │ 344  │  40  │   15    │   3    │  780   │
│   344   │ 345  │  40  │   19    │   2    │   74   │
│   345   │ 346  │  40  │   32    │   3    │  457   │
│   346   │ 347  │  40  │   50    │   3    │  806   │
│   347   │ 348  │  40  │   102   │   2    │   53   │
│   348   │ 349  │  41  │    2    │   2    │   99   │
│   349   │ 350  │  41  │    9    │   3    │  697   │
│   350   │ 351  │  41  │   37    │   3    │  601   │
│   351   │ 352  │  41  │   41    │   3    │  757   │
│   352   │ 353  │  41  │   45    │   3    │  600   │
│   353   │ 354  │  41  │   59    │   3    │  751   │
│   354   │ 355  │  41  │   70    │   3    │  801   │
│   355   │ 356  │  41  │   79    │   3    │  795   │
│   356   │ 357  │  41  │   84    │   3    │  998   │
│   357   │ 358  │  41  │   91    │   3    │  362   │
│   358   │ 359  │  41  │   105   │   3    │  431   │
│   359   │ 360  │  41  │   127   │   3    │  797   │
│   360   │ 361  │  41  │   131   │   3    │  860   │
│   361   │ 362  │  42  │   24    │   2    │   50   │
│   362   │ 363  │  42  │   27    │   3    │  579   │
│   363   │ 364  │  42  │   51    │   3    │  878   │
│   364   │ 365  │  42  │   75    │   3    │  586   │
│   365   │ 366  │  42  │   96    │   3    │  587   │
│   366   │ 367  │  42  │   101   │   3    │  216   │
│   367   │ 368  │  42  │   111   │   3    │  321   │
│   368   │ 369  │  42  │   117   │   3    │  783   │
│   369   │ 370  │  43  │    3    │   3    │  859   │
│   370   │ 371  │  43  │   31    │   3    │  317   │
│   371   │ 372  │  43  │   47    │   2    │   34   │
│   372   │ 373  │  43  │   55    │   3    │  499   │
│   373   │ 374  │  43  │   63    │   3    │  904   │
│   374   │ 375  │  43  │   67    │   3    │  991   │
│   375   │ 376  │  43  │   82    │   3    │  938   │
│   376   │ 377  │  43  │   91    │   3    │  337   │
│   377   │ 378  │  43  │   133   │   3    │  130   │
│   378   │ 379  │  43  │   137   │   3    │  312   │
│   379   │ 380  │  44  │   12    │   3    │  707   │
│   380   │ 381  │  44  │   16    │   3    │  266   │
│   381   │ 382  │  44  │   40    │   3    │  156   │
│   382   │ 383  │  44  │   45    │   1    │   9    │
│   383   │ 384  │  44  │   97    │   3    │  880   │
│   384   │ 385  │  44  │   107   │   3    │  787   │
│   385   │ 386  │  44  │   119   │   3    │  102   │
│   386   │ 387  │  45  │   32    │   3    │  938   │
│   387   │ 388  │  45  │   36    │   3    │  743   │
│   388   │ 389  │  45  │   59    │   3    │  195   │
│   389   │ 390  │  45  │   71    │   3    │  425   │
│   390   │ 391  │  45  │   84    │   3    │  869   │
│   391   │ 392  │  45  │   93    │   3    │  448   │
│   392   │ 393  │  45  │   112   │   2    │   73   │
│   393   │ 394  │  45  │   115   │   3    │  689   │
│   394   │ 395  │  45  │   123   │   2    │   48   │
│   395   │ 396  │  45  │   127   │   3    │  469   │
│   396   │ 397  │  46  │    6    │   3    │  568   │
│   397   │ 398  │  46  │   10    │   3    │  164   │
│   398   │ 399  │  46  │   17    │   3    │  938   │
│   399   │ 400  │  46  │   44    │   3    │  964   │
│   400   │ 401  │  46  │   54    │   3    │  899   │
│   401   │ 402  │  46  │   63    │   3    │  641   │
│   402   │ 403  │  46  │   80    │   3    │  930   │
│   403   │ 404  │  46  │   100   │   3    │  891   │
│   404   │ 405  │  46  │   107   │   3    │  104   │
│   405   │ 406  │  46  │   131   │   3    │  719   │
│   406   │ 407  │  47  │   58    │   3    │  381   │
│   407   │ 408  │  47  │   67    │   2    │   36   │
│   408   │ 409  │  47  │   70    │   3    │  749   │
│   409   │ 410  │  47  │   76    │   3    │  744   │
│   410   │ 411  │  47  │   88    │   3    │  659   │
│   411   │ 412  │  47  │   94    │   3    │  935   │
│   412   │ 413  │  47  │   118   │   3    │  694   │
│   413   │ 414  │  47  │   126   │   3    │  370   │
│   414   │ 415  │  48  │    8    │   3    │  174   │
│   415   │ 416  │  48  │   19    │   3    │  460   │
│   416   │ 417  │  48  │   37    │   3    │  435   │
│   417   │ 418  │  48  │   48    │   3    │  893   │
│   418   │ 419  │  48  │   82    │   3    │  500   │
│   419   │ 420  │  48  │   112   │   3    │  397   │
│   420   │ 421  │  48  │   132   │   3    │  549   │
│   421   │ 422  │  48  │   136   │   3    │  677   │
│   422   │ 423  │  49  │    4    │   3    │  981   │
│   423   │ 424  │  49  │   15    │   3    │  355   │
│   424   │ 425  │  49  │   23    │   3    │  960   │
│   425   │ 426  │  49  │   33    │   3    │  963   │
│   426   │ 427  │  49  │   54    │   3    │  543   │
│   427   │ 428  │  49  │   99    │   3    │  971   │
│   428   │ 429  │  49  │   105   │   3    │  483   │
│   429   │ 430  │  49  │   125   │   3    │  428   │
│   430   │ 431  │  50  │    0    │   3    │  354   │
│   431   │ 432  │  50  │   28    │   3    │  752   │
│   432   │ 433  │  50  │   49    │   2    │   69   │
│   433   │ 434  │  50  │   59    │   3    │  676   │
│   434   │ 435  │  50  │   64    │   2    │   54   │
│   435   │ 436  │  50  │   73    │   3    │  531   │
│   436   │ 437  │  50  │   83    │   2    │   78   │
│   437   │ 438  │  50  │   89    │   3    │  877   │
│   438   │ 439  │  50  │   95    │   3    │  950   │
│   439   │ 440  │  50  │   115   │   3    │  346   │
│   440   │ 441  │  50  │   129   │   3    │  699   │
│   441   │ 442  │  51  │    6    │   3    │  265   │
│   442   │ 443  │  51  │   21    │   3    │  959   │
│   443   │ 444  │  51  │   41    │   3    │  846   │
│   444   │ 445  │  51  │   55    │   2    │   93   │
│   445   │ 446  │  51  │   69    │   3    │  263   │
│   446   │ 447  │  51  │   77    │   3    │  974   │
│   447   │ 448  │  52  │   12    │   3    │  857   │
│   448   │ 449  │  52  │   26    │   3    │  527   │
│   449   │ 450  │  52  │   51    │   2    │   29   │
│   450   │ 451  │  52  │   59    │   3    │  846   │
│   451   │ 452  │  52  │   91    │   3    │  768   │
│   452   │ 453  │  52  │   96    │   3    │  134   │
│   453   │ 454  │  52  │   103   │   3    │  571   │
│   454   │ 455  │  52  │   116   │   3    │  302   │
│   455   │ 456  │  52  │   130   │   3    │  512   │
│   456   │ 457  │  53  │    5    │   3    │  254   │
│   457   │ 458  │  53  │   17    │   3    │  397   │
│   458   │ 459  │  53  │   66    │   3    │  128   │
│   459   │ 460  │  53  │   79    │   3    │  984   │
│   460   │ 461  │  53  │   87    │   3    │  693   │
│   461   │ 462  │  53  │   108   │   3    │  991   │
│   462   │ 463  │  53  │   137   │   3    │  228   │
│   463   │ 464  │  54  │   12    │   3    │  335   │
│   464   │ 465  │  54  │   24    │   3    │  751   │
│   465   │ 466  │  54  │   33    │   3    │  626   │
│   466   │ 467  │  54  │   37    │   3    │  699   │
│   467   │ 468  │  54  │   53    │   3    │  118   │
│   468   │ 469  │  54  │   70    │   3    │  991   │
│   469   │ 470  │  54  │   112   │   3    │  327   │
│   470   │ 471  │  54  │   116   │   2    │   93   │
│   471   │ 472  │  54  │   120   │   3    │  508   │
│   472   │ 473  │  54  │   124   │   3    │  301   │
│   473   │ 474  │  54  │   133   │   3    │  348   │
│   474   │ 475  │  55  │    4    │   3    │  387   │
│   475   │ 476  │  55  │   17    │   3    │  266   │
│   476   │ 477  │  55  │   98    │   3    │  260   │
│   477   │ 478  │  55  │   105   │   3    │  756   │
│   478   │ 479  │  56  │   10    │   3    │  817   │
│   479   │ 480  │  56  │   31    │   3    │  726   │
│   480   │ 481  │  56  │   37    │   3    │  391   │
│   481   │ 482  │  56  │   45    │   3    │  112   │
│   482   │ 483  │  56  │   58    │   3    │  273   │
│   483   │ 484  │  56  │   63    │   3    │  997   │
│   484   │ 485  │  56  │   69    │   3    │  197   │
│   485   │ 486  │  56  │   76    │   3    │  667   │
│   486   │ 487  │  56  │   93    │   3    │  932   │
│   487   │ 488  │  56  │   110   │   3    │  290   │
│   488   │ 489  │  56  │   128   │   3    │  711   │
│   489   │ 490  │  56  │   137   │   3    │  560   │
│   490   │ 491  │  57  │    3    │   3    │  488   │
│   491   │ 492  │  57  │   16    │   3    │  961   │
│   492   │ 493  │  57  │   24    │   3    │  170   │
│   493   │ 494  │  57  │   83    │   3    │  883   │
│   494   │ 495  │  57  │   88    │   3    │  825   │
│   495   │ 496  │  57  │   97    │   2    │   71   │
│   496   │ 497  │  57  │   117   │   3    │  215   │
│   497   │ 498  │  57  │   133   │   3    │  766   │
│   498   │ 499  │  58  │   36    │   3    │  600   │
│   499   │ 500  │  58  │   48    │   3    │  674   │
│   500   │ 501  │  58  │   52    │   2    │   42   │
│   501   │ 502  │  58  │   71    │   3    │  730   │
│   502   │ 503  │  58  │   75    │   3    │  998   │
│   503   │ 504  │  58  │   106   │   3    │  139   │
│   504   │ 505  │  58  │   128   │   3    │  461   │
│   505   │ 506  │  59  │    4    │   2    │   97   │
│   506   │ 507  │  59  │   17    │   3    │  817   │
│   507   │ 508  │  59  │   28    │   2    │   86   │
│   508   │ 509  │  59  │   40    │   3    │  155   │
│   509   │ 510  │  59  │   57    │   3    │  759   │
│   510   │ 511  │  59  │   65    │   3    │  200   │
│   511   │ 512  │  59  │   81    │   3    │  827   │
│   512   │ 513  │  59  │   87    │   3    │  163   │
│   513   │ 514  │  59  │   116   │   3    │  499   │
│   514   │ 515  │  60  │   47    │   3    │  793   │
│   515   │ 516  │  60  │   51    │   3    │  722   │
